numero;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Z_CostContact;Z_Revenue;Response;user_id
10477;1970;PhD;Together;39435.0;1;2;06-08-13;16;71;0;18;0;0;13;1;3;1;2;7;0;0;0;0;0;0;3;11;0;1762
2681;1970;PhD;Married;65370.0;2;1;01-08-13;1;71;22;112;138;89;29;1;2;3;13;1;0;0;0;0;0;0;3;11;0;1763
5150;1950;PhD;Single;20194.0;1;0;17-12-12;64;0;4;7;11;10;15;2;2;0;3;6;0;0;0;0;0;0;3;11;0;1764
5283;1950;Master;Together;42473.0;2;1;17-02-14;72;93;1;21;0;4;25;3;2;1;4;5;0;0;0;0;0;0;3;11;0;1765
9645;1990;Basic;Single;64590.0;0;0;14-10-12;98;920;138;168;36;46;30;1;9;4;10;6;0;0;0;0;0;0;3;11;0;1766
10678;1960;2nCycle;Single;71232.0;1;0;28-11-13;91;653;17;170;34;26;17;2;11;2;10;7;0;0;0;0;0;0;3;11;0;1767
7261;1980;Basic;Widow;34600.0;0;0;01-01-13;8;199;33;60;8;3;15;5;5;2;5;8;0;0;0;0;0;0;3;11;1;1768
9648;1940;PhD;Together;46904.0;2;0;03-11-12;20;153;4;56;0;9;31;4;5;1;4;8;0;0;0;0;0;0;3;11;0;1769
2870;1960;Basic;Single;49094.0;2;0;21-09-12;6;376;0;38;11;8;69;5;6;3;6;6;0;0;0;0;0;0;3;11;0;1770
8008;1960;2nCycle;Together;36075.0;1;1;09-12-13;54;46;0;30;12;1;30;1;2;0;4;6;0;0;0;0;0;0;3;11;0;1771
1513;1950;Graduation;Married;60839.0;1;2;28-08-12;72;600;21;128;223;150;128;13;2;2;12;8;0;0;0;0;0;0;3;11;0;1772
6173;1970;Graduation;Divorced;77298.0;1;1;02-11-13;46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;0;3;11;0;1773
1419;1940;2nCycle;Married;34026.0;2;1;05-08-13;11;18;6;15;12;8;17;3;2;1;3;5;0;0;0;0;0;0;3;11;0;1774
9150;1970;PhD;Single;48918.0;0;0;12-04-14;21;52;0;9;0;0;1;2;1;0;4;4;0;0;0;0;0;0;3;11;0;1775
7960;1990;Master;Married;82122.0;1;1;15-08-13;89;734;22;350;151;25;100;1;3;9;13;1;0;0;1;0;0;0;3;11;0;1776
1250;1950;Graduation;Together;37697.0;0;2;07-02-14;82;34;6;21;11;4;8;1;2;1;3;6;0;0;0;0;0;0;3;11;0;1777
9905;1990;Master;Divorced;34074.0;0;2;13-07-13;69;135;1;41;10;1;67;5;3;3;3;6;1;0;0;0;0;0;3;11;0;1778
10691;1940;Graduation;Married;28520.0;2;1;14-06-13;55;11;0;10;0;2;20;1;1;1;2;6;0;0;0;0;0;0;3;11;0;1779
7002;1990;Graduation;Single;62535.0;1;0;03-10-13;13;163;48;90;0;45;52;1;3;2;8;3;0;0;0;0;0;0;3;11;0;1780
2952;1970;Basic;Married;36273.0;2;2;16-04-14;80;29;3;30;3;2;9;2;3;0;3;6;0;0;0;0;0;0;3;11;0;1781
8439;1950;Master;Single;63404.0;2;2;06-06-14;97;734;26;70;11;44;17;2;6;3;4;4;0;0;0;1;0;0;3;11;0;1782
762;1970;2nCycle;Single;75774.0;1;1;02-05-14;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;3;11;0;1783
2831;1950;Master;Widow;78416.0;0;1;27-06-14;99;453;38;279;188;38;183;2;7;7;10;3;0;0;0;0;0;0;3;11;0;1784
6977;1990;Graduation;Together;75702.0;2;1;14-10-12;87;1073;0;629;145;37;37;1;10;5;13;6;0;0;1;0;0;0;3;11;0;1785
6289;1940;PhD;Together;59385.0;1;2;28-04-13;85;135;0;10;0;4;36;2;3;1;4;5;0;0;0;0;0;0;3;11;0;1786
4168;1990;Master;Single;37070.0;0;1;20-03-13;30;231;7;137;4;15;39;9;5;1;8;7;0;0;0;0;0;0;3;11;1;1787
8397;1950;PhD;Married;44689.0;1;1;10-01-14;82;18;0;5;0;0;11;2;1;1;2;7;1;0;0;0;0;0;3;11;0;1788
9284;1950;Basic;Together;53977.0;2;1;08-06-13;21;620;16;165;0;24;82;5;5;5;12;5;0;0;0;0;0;0;3;11;0;1789
6237;1960;2nCycle;Married;7144.0;0;0;07-12-13;92;81;4;33;5;2;291;0;23;1;1;0;0;0;0;0;0;0;3;11;0;1790
3130;1960;Master;Married;18701.0;0;1;04-06-13;95;12;4;2;10;6;10;4;2;0;4;5;0;0;0;0;0;0;3;11;0;1791
1619;1960;2nCycle;Married;90369.0;2;1;28-04-14;2;292;51;981;224;23;17;1;4;6;6;1;0;0;0;0;0;0;3;11;1;1792
1990;1950;PhD;Divorced;63159.0;1;0;05-11-12;74;965;34;586;89;86;37;1;3;5;8;3;1;0;0;0;0;0;3;11;0;1793
5513;1940;Graduation;Widow;37758.0;1;0;04-10-12;49;27;2;10;0;0;1;2;1;0;3;8;0;0;0;0;0;0;3;11;0;1794
269;1940;Basic;Single;46757.0;2;2;16-11-12;71;777;30;163;0;51;122;6;4;4;7;9;0;0;0;0;0;0;3;11;0;1795
8093;1980;Graduation;Widow;79734.0;2;1;28-06-14;72;572;8;232;23;62;17;1;4;3;6;1;0;0;0;1;0;0;3;11;0;1796
10513;1940;Master;Divorced;63207.0;0;2;20-01-13;68;438;169;565;91;169;70;1;2;3;6;7;0;0;0;1;0;0;3;11;0;1797
10177;1940;PhD;Together;72071.0;1;2;14-02-13;4;531;69;300;150;138;150;3;5;4;8;2;0;0;0;0;0;0;3;11;0;1798
2549;1980;Master;Widow;21840.0;0;2;21-07-13;80;17;0;9;0;0;1;1;1;0;3;9;0;0;0;0;0;0;3;11;0;1799
5782;1970;PhD;Single;58582.0;0;0;28-09-13;15;402;35;106;101;77;42;2;9;2;9;5;0;1;0;0;0;0;3;11;0;1800
10057;1940;Master;Single;72282.0;2;1;19-07-13;70;503;27;419;90;139;153;1;5;7;9;7;0;0;0;0;0;0;3;11;1;1801
10307;1990;PhD;Widow;50387.0;2;0;31-08-13;91;369;9;87;12;14;34;3;6;2;8;5;0;0;0;0;0;0;3;11;0;1802
8566;1940;PhD;Widow;32583.0;0;1;15-06-14;10;5;0;3;0;0;1;1;1;0;2;7;0;0;0;0;0;0;3;11;0;1803
2415;1970;Graduation;Divorced;62568.0;0;0;07-04-14;99;362;17;398;80;35;61;3;5;3;5;4;0;0;0;1;0;0;3;11;0;1804
5684;1950;Basic;Single;44635.0;0;0;11-10-13;25;56;0;9;0;0;3;2;2;0;3;7;0;0;0;0;0;0;3;11;0;1805
8334;1980;Graduation;Widow;33316.0;1;0;04-10-13;34;79;1;31;4;4;12;3;2;1;4;6;0;0;0;0;0;0;3;11;0;1806
9166;1980;Basic;Divorced;63967.0;0;0;09-08-13;57;387;84;141;73;35;162;3;4;4;12;2;0;0;0;0;0;0;3;11;0;1807
1440;1960;2nCycle;Together;52513.0;1;1;04-09-12;84;367;17;241;104;188;232;2;9;5;9;7;0;0;0;0;0;0;3;11;0;1808
78;1980;Graduation;Divorced;25293.0;0;0;15-09-13;51;15;0;11;0;2;9;1;1;1;2;8;0;0;0;0;0;0;3;11;0;1809
5441;1960;Graduation;Single;54111.0;1;2;25-08-13;97;267;6;54;8;3;50;2;5;2;6;5;0;0;0;0;0;0;3;11;0;1810
5302;1940;Basic;Divorced;78394.0;0;0;15-02-13;13;298;27;697;216;24;166;1;4;6;5;2;0;0;0;0;0;0;3;11;1;1811
4687;1940;Graduation;Divorced;80739.0;1;1;23-05-13;92;674;92;736;39;0;92;1;3;11;9;1;0;0;0;0;0;0;3;11;0;1812
1087;1990;Master;Married;22669.0;0;2;22-05-13;30;16;14;36;37;22;48;3;4;1;2;9;0;0;0;0;0;0;3;11;1;1813
6859;1970;2nCycle;Single;29236.0;1;0;08-10-13;30;37;4;24;16;9;9;2;4;0;3;9;0;0;0;0;0;0;3;11;0;1814
9860;1950;Graduation;Widow;44911.0;0;2;15-03-13;11;159;0;22;2;1;31;3;4;1;4;7;0;0;0;0;0;0;3;11;0;1815
7129;1970;Master;Married;54693.0;0;2;17-02-13;72;686;17;142;23;26;35;8;6;4;13;6;0;0;0;0;0;0;3;11;0;1816
5866;1980;PhD;Single;48186.0;1;0;20-03-14;39;97;3;66;12;7;34;3;4;1;4;7;0;0;0;0;0;0;3;11;0;1817
10521;1960;Master;Together;54809.0;2;1;11-09-13;0;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;3;11;1;1818
7393;1940;PhD;Married;41580.0;1;0;10-12-12;15;56;5;24;4;0;3;3;2;1;3;5;0;0;0;0;0;0;3;11;0;1819
7849;1990;PhD;Widow;80336.0;1;1;09-09-13;12;209;19;456;160;142;66;1;2;9;13;1;0;0;0;0;0;0;3;11;0;1820
332;1940;Basic;Together;47743.0;0;0;22-03-13;56;198;2;43;0;12;20;3;4;1;6;6;0;1;0;0;0;0;3;11;0;1821
9847;1960;Graduation;Single;62972.0;2;2;03-08-12;39;313;15;47;20;0;192;2;7;4;3;6;0;0;0;0;0;0;3;11;0;1822
531;1960;Graduation;Widow;57333.0;2;1;22-09-12;55;941;14;397;76;58;176;11;8;5;9;6;0;0;0;0;0;0;3;11;1;1823
9576;1980;Graduation;Divorced;32313.0;1;1;11-02-13;60;86;4;56;2;4;7;3;4;0;4;9;0;0;0;0;0;0;3;11;0;1824
6906;1980;2nCycle;Widow;84953.0;1;0;03-06-13;73;167;48;602;63;72;72;1;3;10;4;2;0;1;1;1;0;0;3;11;1;1825
7419;1960;PhD;Married;27071.0;1;0;23-04-14;90;8;3;19;0;2;3;2;2;0;3;6;0;0;0;0;0;0;3;11;0;1826
3170;1960;PhD;Divorced;68148.0;1;0;31-08-13;86;389;66;408;37;57;85;1;4;4;6;2;0;0;0;0;0;0;3;11;0;1827
8527;1970;Basic;Divorced;65735.0;2;2;07-12-13;37;239;7;119;4;15;11;5;6;2;6;7;0;0;0;0;0;0;3;11;0;1828
7872;1970;PhD;Divorced;86836.0;1;1;12-09-12;7;179;21;273;0;21;63;1;6;10;6;5;1;0;1;1;0;0;3;11;1;1829
9931;1990;2nCycle;Widow;4023.0;0;2;23-06-14;29;5;0;1;1;1;1;15;0;0;0;19;0;0;0;0;0;0;3;11;0;1830
10595;1990;PhD;Widow;30093.0;1;1;08-07-13;19;2;6;28;13;4;16;1;2;0;3;7;0;0;0;0;0;0;3;11;0;1831
4609;1960;PhD;Together;57705.0;1;1;11-01-14;14;383;0;53;6;4;40;3;8;1;6;6;0;0;0;0;0;0;3;11;0;1832
5010;1980;Master;Widow;25008.0;0;2;02-02-14;72;2;8;8;6;1;9;2;1;0;3;8;0;0;0;0;0;0;3;11;0;1833
4427;1970;Graduation;Married;83257.0;2;2;18-09-12;56;536;27;590;38;107;67;1;5;10;12;6;1;0;1;0;0;1;3;11;1;1834
11148;1980;Graduation;Together;22280.0;2;1;19-05-13;85;2;1;4;3;1;2;1;1;0;2;8;0;0;0;0;0;0;3;11;0;1835
1168;1940;Graduation;Married;72159.0;0;2;29-10-12;62;322;53;899;34;40;53;1;4;6;10;2;0;0;0;0;0;0;3;11;0;1836
9595;1960;2nCycle;Widow;64260.0;2;0;11-01-13;1;539;169;816;20;0;30;1;4;5;4;3;0;0;0;0;0;0;3;11;1;1837
10163;1940;Master;Single;82733.0;1;0;10-09-13;28;712;50;420;65;38;38;1;8;4;7;4;0;0;0;0;0;0;3;11;1;1838
2886;1980;PhD;Together;74290.0;1;2;12-08-13;70;1121;0;72;0;12;12;4;10;8;10;6;0;1;0;1;0;0;3;11;0;1839
6710;1960;2nCycle;Divorced;58217.0;2;1;17-11-12;84;68;1;13;3;5;13;1;2;0;4;6;0;0;0;0;0;0;3;11;0;1840
5316;1980;Basic;Divorced;21024.0;1;0;04-07-13;89;36;4;18;6;2;18;1;2;0;4;7;0;0;0;0;0;0;3;11;0;1841
9029;1940;Master;Single;70116.0;1;0;26-01-13;73;707;44;603;95;58;29;1;2;8;12;1;0;0;0;0;0;0;3;11;0;1842
521;1990;Master;Married;54006.0;1;1;18-09-12;42;174;77;203;6;24;97;2;8;1;7;7;0;0;0;0;0;0;3;11;0;1843
1459;1980;2nCycle;Married;69063.0;1;0;07-11-12;16;666;35;124;69;8;26;1;5;3;5;3;0;0;0;0;0;0;3;11;0;1844
10241;1950;Basic;Divorced;11448.0;2;1;15-12-13;16;0;0;0;6;2;6;1;1;0;2;6;0;0;0;0;0;0;3;11;0;1845
1630;1970;2nCycle;Widow;61825.0;2;0;07-08-13;56;162;50;100;55;30;27;1;4;2;8;4;0;0;0;0;0;0;3;11;0;1846
3254;1990;2nCycle;Single;70886.0;2;1;14-10-13;65;407;70;239;103;88;53;1;5;4;4;2;0;0;0;0;0;0;3;11;0;1847
9064;1950;PhD;Single;69109.0;2;2;09-11-12;10;823;25;459;124;29;95;1;6;6;7;4;0;0;1;0;0;0;3;11;1;1848
3678;1960;Master;Single;60208.0;1;2;07-10-12;13;488;23;71;15;0;59;11;8;3;7;7;0;1;0;0;0;0;3;11;1;1849
4227;1960;2nCycle;Widow;32889.0;2;2;06-09-13;78;28;0;13;4;2;8;3;2;1;3;5;0;0;0;0;0;0;3;11;0;1850
9467;1990;2nCycle;Married;34738.0;0;1;11-05-14;51;3;2;10;3;0;2;1;1;0;3;6;0;0;0;0;0;0;3;11;0;1851
8486;1940;2nCycle;Together;30538.0;2;2;01-10-12;27;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;0;3;11;0;1852
2186;1940;PhD;Divorced;82326.0;0;0;10-03-14;30;938;142;754;159;81;183;1;5;10;6;2;0;1;1;1;0;0;3;11;1;1853
3286;1980;Master;Together;26642.0;2;1;01-03-14;71;13;2;15;2;2;8;2;2;0;3;6;0;0;0;0;0;0;3;11;0;1854
8602;1950;Graduation;Single;69932.0;2;1;12-06-13;97;412;172;153;150;105;57;2;7;6;11;4;0;0;0;0;0;0;3;11;0;1855
3722;1990;PhD;Together;44503.0;2;0;16-04-14;83;31;1;8;0;0;8;2;2;0;3;6;0;0;0;0;0;0;3;11;0;1856
6715;1970;PhD;Single;60200.0;0;0;02-01-13;3;502;19;132;0;6;26;6;6;2;11;6;0;0;0;0;0;0;3;11;0;1857
4796;1990;PhD;Married;49638.0;2;0;19-04-14;71;18;10;3;3;5;0;1;1;0;3;2;0;0;0;0;0;0;3;11;0;1858
9612;1960;Graduation;Married;23830.0;1;1;07-02-14;3;1;8;6;4;8;16;1;1;0;3;7;0;0;0;0;0;0;3;11;0;1859
3766;1940;Master;Together;33051.0;1;0;16-08-12;15;100;71;243;108;94;219;3;9;1;8;9;0;0;0;0;0;0;3;11;1;1860
1399;1980;Graduation;Divorced;72905.0;2;0;21-01-14;52;407;114;445;181;165;203;1;3;7;9;1;0;0;0;1;0;0;3;11;0;1861
1570;1950;2nCycle;Widow;69702.0;1;2;19-02-13;8;664;9;240;50;19;57;2;7;7;10;4;0;0;0;0;0;0;3;11;0;1862
3426;1960;Graduation;Widow;70300.0;2;0;15-07-13;89;1045;61;338;60;46;46;3;5;5;13;8;0;0;0;0;0;0;3;11;0;1863
3074;1940;Master;Widow;70643.0;0;0;15-10-12;66;1218;107;304;23;143;33;1;5;8;4;6;0;0;0;0;0;0;3;11;1;1864
8341;1940;2nCycle;Single;30396.0;0;2;30-04-14;22;15;0;6;0;1;12;2;1;1;2;7;1;0;0;0;0;0;3;11;1;1865
5180;1940;Basic;Widow;50616.0;2;2;18-04-14;56;128;0;16;0;1;4;2;4;0;4;7;0;0;0;0;0;0;3;11;0;1866
6461;1970;2nCycle;Divorced;62772.0;1;1;19-05-13;74;581;49;157;43;8;108;1;5;6;11;2;0;1;0;0;0;0;3;11;0;1867
7679;1980;Graduation;Widow;30298.0;2;0;19-05-14;48;6;3;12;6;1;0;1;1;1;3;3;0;0;0;0;0;0;3;11;0;1868
10702;1940;Master;Single;52413.0;1;2;03-11-12;67;185;8;133;56;56;12;2;7;1;7;7;0;0;0;0;0;0;3;11;0;1869
7505;1980;PhD;Together;44155.0;2;1;19-01-14;24;22;1;9;0;0;14;1;1;1;2;4;0;0;0;0;0;0;3;11;0;1870
5113;1940;PhD;Widow;86979.0;0;1;07-11-13;67;584;100;835;65;83;35;1;5;5;5;2;1;0;0;0;0;0;3;11;1;1871
10858;1960;Master;Single;76532.0;1;1;09-09-13;38;355;30;177;90;138;30;4;9;5;7;5;0;0;0;0;0;0;3;11;0;1872
2961;1970;Graduation;Married;42081.0;0;2;26-02-13;86;175;10;110;54;6;27;2;6;3;4;6;1;0;0;0;0;0;3;11;0;1873
2747;1970;2nCycle;Together;67546.0;2;0;31-08-12;90;864;134;768;150;38;172;1;4;10;5;3;0;0;0;0;0;0;3;11;0;1874
3010;1940;Master;Single;88420.0;0;1;02-05-14;87;957;153;612;99;95;153;1;4;7;8;1;1;0;1;1;0;0;3;11;0;1875
5790;1940;2nCycle;Single;31158.0;2;0;27-01-13;62;25;6;16;20;0;5;2;2;0;3;8;0;0;0;0;0;0;3;11;0;1876
6892;1980;Basic;Married;61671.0;0;2;03-06-14;23;641;7;56;0;0;28;8;10;4;6;8;0;1;0;1;0;0;3;11;0;1877
1743;1950;Basic;Single;69719.0;1;0;26-05-14;99;273;86;208;177;14;43;1;2;3;5;1;0;0;0;0;0;0;3;11;0;1878
3578;1990;Master;Married;49160.0;1;1;20-10-13;29;122;21;43;25;10;15;2;3;1;6;6;0;0;0;0;0;0;3;11;0;1879
8462;1940;PhD;Married;24882.0;2;0;09-09-12;52;1;4;10;29;0;36;1;1;1;2;6;1;0;0;0;0;0;3;11;0;1880
5558;1970;Master;Divorced;90933.0;1;1;31-03-14;90;1020;31;430;62;63;79;1;4;6;4;1;0;0;1;0;0;0;3;11;0;1881
4619;1980;Graduation;Widow;113734.0;2;1;28-05-14;9;6;2;3;1;262;3;0;27;0;0;1;0;0;0;0;0;0;3;11;0;1882
8780;1990;Basic;Together;59292.0;1;2;13-06-13;71;378;14;68;19;14;14;2;3;5;8;3;0;0;0;0;0;0;3;11;0;1883
10789;1940;PhD;Single;45759.0;1;0;23-02-13;13;42;1;18;3;0;4;2;2;0;3;7;0;0;0;0;0;0;3;11;0;1884
10779;1990;2nCycle;Widow;22148.0;1;0;13-04-14;16;15;5;14;0;4;11;1;1;0;3;7;0;0;0;0;0;0;3;11;0;1885
5896;1940;PhD;Divorced;73395.0;2;1;18-03-14;94;272;7;80;20;7;11;1;4;4;6;2;0;0;0;0;0;0;3;11;0;1886
2337;1950;Basic;Together;29819.0;0;2;24-10-13;77;9;1;24;2;1;2;3;3;0;3;6;0;0;0;0;0;0;3;11;0;1887
10951;1960;Basic;Single;45688.0;0;1;25-01-14;20;279;0;18;0;0;9;2;3;1;8;4;0;1;0;0;0;0;3;11;0;1888
544;1970;Graduation;Single;62820.0;1;2;11-05-13;51;398;61;265;138;61;53;1;3;4;6;1;0;0;0;0;0;0;3;11;0;1889
17;1950;Basic;Divorced;60491.0;0;0;06-09-13;81;637;47;237;12;19;76;4;6;11;7;5;0;0;0;0;0;0;3;11;0;1890
10680;1950;Basic;Married;33235.0;0;0;05-02-14;71;45;0;16;2;1;6;1;3;0;3;7;0;0;0;0;0;0;3;11;0;1891
3265;1960;Basic;Divorced;35701.0;1;1;19-03-13;36;21;1;9;7;3;5;1;1;0;3;6;0;0;0;0;0;0;3;11;0;1892
5623;1980;Graduation;Married;31535.0;2;1;26-09-13;95;15;4;13;0;0;19;1;1;1;2;7;1;0;0;0;0;0;3;11;0;1893
5832;1990;2nCycle;Divorced;92556.0;2;1;20-04-14;32;493;183;352;184;23;28;0;3;5;13;0;0;0;0;0;0;0;3;11;0;1894
5544;1990;PhD;Married;67384.0;1;0;10-11-12;32;957;40;175;158;53;107;2;7;8;5;5;0;1;0;0;0;0;3;11;0;1895
6417;1990;2nCycle;Divorced;80573.0;2;0;14-10-12;85;829;138;430;60;92;15;1;4;6;13;2;0;0;0;0;0;0;3;11;0;1896
5831;1950;PhD;Divorced;77870.0;2;0;22-08-12;93;1017;50;500;65;50;133;3;5;5;5;8;0;1;0;1;0;0;3;11;1;1897
7101;1950;2nCycle;Single;52278.0;1;0;25-01-13;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;0;3;11;0;1898
10176;1970;Graduation;Divorced;57107.0;1;2;24-08-12;44;159;0;120;0;0;137;7;4;4;8;8;0;1;0;0;1;0;3;11;1;1899
2326;1950;PhD;Single;18929.0;2;2;16-02-13;15;32;0;8;23;4;18;1;1;0;4;6;0;0;0;0;0;0;3;11;0;1900
4385;1960;2nCycle;Widow;36038.0;0;1;31-05-13;82;23;0;15;0;2;7;2;3;0;3;6;0;0;0;0;0;0;3;11;0;1901
2929;1940;2nCycle;Divorced;20180.0;1;0;20-02-13;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;3;11;0;1902
10686;1990;PhD;Widow;34230.0;1;2;26-12-12;72;15;0;4;0;0;2;1;1;0;2;7;0;0;0;0;0;0;3;11;0;1903
2546;1990;PhD;Together;31878.0;0;0;22-06-14;7;23;4;5;10;5;23;1;1;0;4;3;0;0;0;0;0;0;3;11;0;1904
3283;1990;Basic;Divorced;70932.0;1;2;19-01-14;57;200;193;100;46;185;185;2;6;2;12;3;0;0;0;0;0;0;3;11;0;1905
3138;1950;Master;Together;91249.0;0;1;20-10-12;84;1324;27;119;71;108;27;0;7;9;6;4;0;1;1;1;1;0;3;11;1;1906
4994;1970;Basic;Widow;77598.0;0;2;01-10-13;53;1193;33;281;129;66;33;1;7;5;13;3;0;0;1;0;0;0;3;11;0;1907
7966;1980;Graduation;Married;80982.0;2;2;08-01-13;48;505;137;401;104;22;22;3;11;5;11;5;0;0;0;0;0;1;3;11;0;1908
3112;1970;Basic;Married;22701.0;2;0;05-09-13;2;2;4;9;0;4;5;1;1;0;3;5;0;0;0;0;0;0;3;11;0;1909
10872;1980;Basic;Divorced;55212.0;2;1;23-11-12;65;1103;0;45;0;0;34;3;4;2;11;8;0;1;0;0;1;0;3;11;0;1910
2181;1990;PhD;Divorced;70617.0;1;1;23-06-13;45;353;61;753;40;46;27;1;3;3;7;2;0;0;0;0;0;0;3;11;0;1911
1867;1940;PhD;Divorced;64849.0;1;1;13-11-12;42;652;48;350;94;84;108;1;9;3;6;5;0;0;0;0;0;0;3;11;1;1912
1518;1980;2nCycle;Married;62694.0;2;0;17-06-13;29;379;6;157;25;91;91;5;9;3;7;7;0;0;0;0;0;0;3;11;0;1913
5734;1950;Master;Widow;61917.0;2;0;20-11-13;83;46;4;36;2;2;1;1;2;0;4;5;0;0;0;0;0;0;3;11;0;1914
2878;1960;2nCycle;Married;67472.0;2;1;28-09-13;93;162;31;127;8;17;69;2;4;2;7;3;0;0;0;0;0;0;3;11;0;1915
1458;1950;Graduation;Together;21059.0;2;2;07-01-14;40;8;3;19;3;3;8;3;3;0;3;6;0;0;0;0;0;0;3;11;0;1916
7007;1980;Master;Married;29543.0;2;2;01-04-14;47;17;3;18;3;4;18;2;3;1;2;7;0;0;0;0;0;0;3;11;0;1917
6200;1940;Basic;Married;75903.0;1;2;08-04-13;50;340;108;185;130;38;100;2;6;6;9;3;0;0;0;0;0;0;3;11;0;1918
1403;1990;Basic;Together;34984.0;2;0;06-09-12;40;8;4;15;3;5;3;2;1;0;3;7;0;0;0;0;0;0;3;11;0;1919
4827;1970;Master;Widow;54998.0;0;0;10-03-13;3;154;22;202;39;30;8;5;4;2;9;4;0;0;0;0;0;0;3;11;1;1920
6250;1960;Master;Widow;54356.0;0;0;19-11-12;62;710;15;30;20;0;0;3;11;2;8;8;0;0;0;0;0;0;3;11;1;1921
9291;1940;Graduation;Together;34242.0;1;2;23-03-14;25;8;2;4;0;0;1;1;0;0;3;5;0;0;0;0;0;0;3;11;0;1922
2478;1940;2nCycle;Single;25410.0;1;0;31-08-13;48;2;2;4;13;13;4;1;1;0;4;4;0;0;0;0;0;0;3;11;0;1923
1139;1980;PhD;Single;73356.0;0;0;06-02-14;56;1050;14;322;0;14;112;1;5;11;5;2;1;0;1;1;0;0;3;11;1;1924
5138;1970;PhD;Together;28320.0;2;2;14-01-13;68;19;1;14;3;2;4;1;1;0;3;8;0;0;0;0;0;0;3;11;0;1925
5393;1970;Graduation;Together;23763.0;0;1;07-08-12;64;22;0;6;6;2;6;1;1;0;3;7;0;0;0;0;0;0;3;11;0;1926
10413;1980;2nCycle;Single;72570.0;0;0;25-04-14;67;274;83;216;151;141;224;1;4;6;12;1;0;0;0;0;0;0;3;11;0;1927
5015;1980;Graduation;Widow;34529.0;0;0;14-09-12;94;68;6;38;3;6;41;2;2;2;3;7;0;0;0;0;0;0;3;11;0;1928
10868;1980;Basic;Divorced;70792.0;0;0;06-02-13;82;344;45;654;104;11;114;2;3;4;10;3;0;0;0;0;0;0;3;11;0;1929
10676;1970;Master;Single;63211.0;0;0;02-11-12;3;145;193;459;205;26;145;2;3;8;7;2;0;0;0;0;0;0;3;11;1;1930
2495;1970;2nCycle;Together;83891.0;2;2;20-06-14;24;217;38;350;111;85;15;1;4;7;10;1;0;0;0;0;0;0;3;11;0;1931
7842;1940;Master;Divorced;36065.0;1;1;31-03-13;54;18;7;34;10;2;3;3;3;0;3;8;0;0;0;0;0;0;3;11;0;1932
9955;1940;2nCycle;Married;39898.0;0;2;12-02-13;20;69;8;26;12;7;12;2;3;0;4;7;0;0;0;0;0;0;3;11;0;1933
6663;1960;PhD;Single;51141.0;1;1;08-07-13;96;144;0;7;0;0;6;1;3;1;4;5;0;0;0;0;0;0;3;11;0;1934
2162;1970;Graduation;Together;56939.0;2;2;18-09-13;19;256;34;103;90;29;49;2;3;3;10;3;0;0;0;0;0;0;3;11;0;1935
3434;1990;Master;Widow;80872.0;1;2;12-05-14;60;483;72;567;94;12;108;1;4;4;10;1;0;0;0;0;0;0;3;11;0;1936
7919;1970;2nCycle;Divorced;72335.0;2;2;13-08-12;2;1285;105;653;28;21;0;1;10;4;8;8;0;0;0;0;0;0;3;11;1;1937
5626;1970;PhD;Single;61798.0;2;0;23-11-13;13;338;4;89;11;8;13;1;4;2;9;4;0;0;0;0;0;0;3;11;0;1938
6428;1950;Master;Divorced;76842.0;2;0;03-05-14;37;605;10;345;84;54;32;1;1;8;7;0;0;0;0;0;0;0;3;11;0;1939
8514;1990;2nCycle;Single;29478.0;2;0;17-01-14;59;8;0;7;3;1;1;1;1;0;3;6;0;0;0;0;0;0;3;11;0;1940
10448;1940;Basic;Divorced;46998.0;2;1;22-10-12;55;172;41;86;45;6;27;5;5;3;5;7;1;0;0;0;0;0;3;11;0;1941
2109;1970;2nCycle;Single;96843.0;2;0;23-04-13;60;448;71;951;40;17;17;1;6;11;10;2;0;0;1;0;0;0;3;11;1;1942
7530;1950;Graduation;Widow;56551.0;1;0;07-05-14;48;67;4;32;17;2;16;3;2;1;4;4;0;0;0;0;0;0;3;11;0;1943
8925;1970;Master;Divorced;70053.0;0;1;03-07-13;38;512;53;98;81;179;89;3;8;5;10;5;0;0;0;0;0;0;3;11;0;1944
3009;1960;Master;Widow;71670.0;1;0;09-07-13;8;1462;16;128;0;0;160;1;5;3;6;6;0;1;1;0;1;0;3;11;1;1945
6355;1950;Graduation;Widow;44359.0;1;2;17-06-14;19;20;0;14;7;3;1;3;2;0;4;3;0;0;0;0;0;0;3;11;0;1946
3517;1990;Master;Divorced;40887.0;2;2;06-05-13;32;50;4;44;10;10;43;3;3;1;3;9;0;0;0;0;0;0;3;11;1;1947
